Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit,JEE_Score,University
8522,319.0,108.0,5.0,4.2,3.2,7.79,0,0.727,285,Symbiosis
8523,311.0,113.0,4.0,3.9,3.4,8.32,1,0.812,318,NIT
8524,305.0,107.0,5.0,1.1,3.9,8.77,0,0.697,301,Symbiosis
8525,297.0,113.0,2.0,4.7,1.6,9.37,1,0.814,349,IIT
8526,305.0,102.0,2.0,3.1,3.2,8.07,1,0.814,292,SRM
8527,313.0,107.0,4.0,5.0,2.3,8.52,0,0.741,309,SRM
8528,319.0,104.0,3.0,4.1,3.5,8.61,1,0.833,360,IIT
8529,328.0,119.0,3.0,1.4,4.9,8.34,1,0.865,322,BITS Pilani
8530,311.0,100.0,2.0,2.8,4.0,7.81,1,0.773,320,NIT
8531,307.0,120.0,3.0,1.7,2.4,8.58,1,0.742,323,BITS Pilani
8532,300.0,99.0,2.0,2.1,3.1,8.93,1,0.757,323,BITS Pilani
8533,322.0,112.0,2.0,3.9,3.4,8.87,1,0.878,325,BITS Pilani
8534,332.0,103.0,2.0,4.7,2.3,8.26,1,0.8,327,BITS Pilani
8535,331.0,109.0,1.0,4.2,3.7,8.9,0,0.767,331,NIT
8536,324.0,106.0,4.0,2.4,4.6,8.41,1,0.816,295,Manipal
8537,324.0,102.0,3.0,4.7,3.7,8.75,0,0.752,326,Manipal
8538,336.0,108.0,3.0,4.2,4.1,8.88,1,0.807,360,IIT
8539,320.0,105.0,5.0,5.0,1.9,7.86,0,0.655,346,Manipal
8540,324.0,111.0,2.0,3.7,4.0,9.3,1,0.837,332,IIT
8541,313.0,101.0,2.0,2.2,2.4,8.33,1,0.769,325,BITS Pilani
8542,301.0,110.0,4.0,3.8,2.8,8.92,1,0.771,281,SRM
8543,309.0,112.0,2.0,3.3,2.0,9.27,0,0.727,316,Manipal
8544,316.0,107.0,1.0,5.0,2.7,8.61,1,0.819,337,IIT
8545,317.0,99.0,4.0,3.4,3.3,8.0,1,0.764,343,BITS Pilani
8546,338.0,118.0,3.0,2.6,3.4,9.77,1,0.86,315,IIT
8547,317.0,110.0,3.0,3.9,3.3,7.93,0,0.756,298,Symbiosis
8548,330.0,103.0,2.0,2.1,3.4,8.27,1,0.844,360,IIT
8549,312.0,110.0,4.0,3.9,2.3,7.59,0,0.708,307,Symbiosis
8550,313.0,97.0,3.0,2.9,4.0,9.05,0,0.766,360,BITS Pilani
8551,301.0,114.0,4.0,3.7,1.9,8.55,0,0.688,304,SRM
8552,308.0,120.0,4.0,1.7,3.2,8.04,0,0.697,309,SRM
8553,322.0,112.0,2.0,3.8,2.3,8.91,1,0.832,315,BITS Pilani
8554,317.0,101.0,2.0,4.0,1.9,8.36,0,0.702,335,Manipal
8555,327.0,95.0,4.0,3.9,3.1,7.13,0,0.679,335,SRM
8556,319.0,115.0,4.0,2.9,2.3,8.72,1,0.841,294,NIT
8557,312.0,106.0,3.0,3.0,2.9,9.21,0,0.706,306,SRM
8558,340.0,105.0,3.0,2.8,3.3,8.56,0,0.677,350,BITS Pilani
8559,315.0,114.0,4.0,3.9,3.8,7.54,1,0.841,298,Manipal
8560,330.0,104.0,5.0,4.9,3.6,8.04,1,0.849,313,NIT
8561,312.0,112.0,5.0,3.2,3.8,8.95,0,0.75,346,BITS Pilani
8562,324.0,107.0,3.0,4.7,3.7,8.11,1,0.841,339,IIT
8563,327.0,109.0,4.0,2.8,4.7,8.7,1,0.85,305,NIT
8564,319.0,117.0,3.0,4.6,4.3,8.96,1,0.894,329,IIT
8565,290.0,104.0,1.0,4.1,3.6,8.99,1,0.837,279,SRM
8566,317.0,104.0,5.0,2.3,3.3,8.83,0,0.731,305,SRM
8567,330.0,106.0,2.0,4.0,3.4,8.7,1,0.864,323,BITS Pilani
8568,322.0,100.0,2.0,3.3,2.4,8.5,1,0.819,324,BITS Pilani
8569,322.0,113.0,4.0,4.4,3.7,7.46,1,0.829,285,SRM
8570,297.0,112.0,5.0,4.1,2.5,9.53,1,0.892,285,Manipal
8571,308.0,107.0,4.0,3.3,4.8,8.01,0,0.732,274,Symbiosis
8572,321.0,102.0,3.0,2.8,1.0,8.58,1,0.713,326,BITS Pilani
8573,321.0,90.0,4.0,3.2,4.1,8.42,0,0.669,269,Symbiosis
8574,330.0,102.0,4.0,3.6,3.6,8.71,1,0.829,295,Manipal
8575,315.0,106.0,2.0,4.0,2.1,8.77,1,0.853,273,SRM
8576,321.0,96.0,2.0,3.8,3.7,9.14,1,0.8,336,IIT
8577,317.0,120.0,3.0,3.1,3.3,8.65,1,0.783,275,SRM
8578,305.0,110.0,4.0,2.2,4.5,8.64,0,0.665,306,SRM
8579,291.0,111.0,4.0,3.8,2.5,9.69,1,0.768,350,IIT
8580,321.0,106.0,3.0,4.0,2.9,8.28,1,0.817,353,IIT
8581,318.0,112.0,4.0,3.5,3.5,8.68,0,0.785,275,Symbiosis
8582,309.0,105.0,5.0,1.1,2.9,8.69,1,0.728,317,NIT
8583,298.0,106.0,3.0,3.1,2.1,9.04,1,0.78,281,SRM
8584,324.0,116.0,2.0,1.8,3.4,8.69,1,0.799,291,Manipal
8585,313.0,114.0,4.0,3.8,2.1,8.87,1,0.839,305,NIT
8586,323.0,107.0,5.0,1.9,2.7,8.54,0,0.685,355,BITS Pilani
8587,338.0,119.0,3.0,3.5,4.6,8.27,0,0.763,342,NIT
8588,292.0,107.0,5.0,3.5,3.1,9.1,1,0.826,290,Manipal
8589,309.0,104.0,2.0,4.4,3.6,9.35,1,0.875,339,IIT
8590,314.0,108.0,3.0,3.3,3.3,8.39,0,0.699,252,Symbiosis
8591,333.0,109.0,5.0,3.7,2.4,9.25,0,0.713,313,Manipal
8592,298.0,100.0,3.0,3.6,4.2,8.53,0,0.684,275,Symbiosis
8593,338.0,110.0,2.0,3.4,3.7,8.83,1,0.818,339,IIT
8594,318.0,120.0,4.0,4.4,3.0,8.85,1,0.865,315,BITS Pilani
8595,315.0,113.0,2.0,4.5,4.8,8.84,0,0.766,314,SRM
8596,314.0,111.0,4.0,2.9,3.2,8.41,1,0.839,306,NIT
8597,312.0,110.0,4.0,2.7,1.7,9.08,1,0.735,313,BITS Pilani
8598,328.0,101.0,5.0,3.9,4.9,8.72,0,0.788,343,NIT
8599,304.0,101.0,2.0,3.4,3.8,9.21,0,0.775,324,Manipal
8600,320.0,108.0,2.0,3.2,1.6,8.92,1,0.766,319,BITS Pilani
8601,312.0,105.0,3.0,1.9,4.4,7.87,0,0.692,315,SRM
8602,308.0,98.0,3.0,4.5,2.8,9.16,1,0.784,337,IIT
8603,340.0,105.0,1.0,2.0,1.9,8.25,1,0.788,319,BITS Pilani
8604,321.0,110.0,3.0,3.1,3.9,8.8,1,0.859,319,BITS Pilani
8605,323.0,111.0,3.0,2.7,4.8,8.35,1,0.841,354,IIT
8606,329.0,102.0,4.0,2.1,2.1,8.49,1,0.723,300,Manipal
8607,300.0,107.0,3.0,5.0,3.1,8.69,1,0.84,360,IIT
8608,336.0,110.0,3.0,3.0,3.5,9.26,1,0.828,302,BITS Pilani
8609,288.0,99.0,5.0,3.4,2.0,9.4,0,0.699,285,Symbiosis
8610,308.0,102.0,3.0,5.0,3.2,9.25,1,0.838,292,Manipal
8611,311.0,107.0,2.0,3.8,3.3,8.2,1,0.811,360,IIT
8612,323.0,102.0,3.0,3.3,4.4,7.72,1,0.816,300,Manipal
8613,319.0,105.0,4.0,3.1,4.6,8.25,1,0.798,308,NIT
8614,315.0,120.0,3.0,3.1,4.6,8.93,0,0.731,306,SRM
8615,316.0,98.0,4.0,4.6,3.0,7.32,1,0.861,302,SRM
8616,305.0,116.0,4.0,4.2,2.6,8.99,0,0.743,300,SRM
8617,300.0,109.0,2.0,2.8,1.9,8.31,0,0.669,307,Symbiosis
8618,325.0,100.0,3.0,2.7,3.1,8.98,0,0.713,234,Symbiosis
8619,324.0,111.0,5.0,4.7,2.5,8.01,0,0.736,318,SRM
8620,334.0,107.0,3.0,3.0,2.8,8.45,0,0.753,334,NIT
8621,308.0,115.0,1.0,4.9,4.1,8.12,1,0.871,334,BITS Pilani
8622,324.0,111.0,2.0,1.7,4.1,8.24,1,0.805,341,IIT
8623,313.0,108.0,4.0,4.7,3.2,7.73,0,0.68,298,Symbiosis
8624,330.0,105.0,3.0,3.5,4.6,8.34,0,0.771,340,NIT
8625,328.0,114.0,3.0,3.6,3.1,8.9,1,0.806,291,NIT
8626,319.0,105.0,4.0,4.1,3.3,8.64,1,0.816,335,IIT
8627,313.0,99.0,2.0,2.9,3.2,7.7,1,0.821,280,Symbiosis
8628,327.0,96.0,3.0,4.2,2.9,8.69,0,0.67,295,Symbiosis
8629,324.0,100.0,3.0,4.4,2.4,9.41,1,0.865,323,BITS Pilani
8630,309.0,112.0,3.0,2.5,2.9,8.9,1,0.789,345,IIT
8631,301.0,105.0,3.0,3.8,2.8,8.24,0,0.692,299,Symbiosis
8632,313.0,102.0,3.0,3.6,3.5,8.39,0,0.734,354,NIT
8633,334.0,105.0,4.0,2.3,4.0,8.09,1,0.833,302,Manipal
8634,329.0,112.0,2.0,2.7,3.2,8.51,1,0.81,354,IIT
8635,304.0,111.0,2.0,3.2,3.3,9.34,0,0.718,296,SRM
8636,303.0,108.0,5.0,3.3,4.3,8.11,1,0.827,313,NIT
8637,331.0,104.0,4.0,2.5,5.0,7.74,1,0.826,325,NIT
8638,304.0,105.0,4.0,4.1,2.0,6.61,0,0.608,306,Symbiosis
8639,322.0,106.0,3.0,4.9,3.3,9.49,1,0.901,330,IIT
8640,310.0,102.0,3.0,4.0,2.8,7.97,0,0.726,292,Symbiosis
8641,335.0,107.0,2.0,4.0,4.0,8.29,0,0.766,346,NIT
8642,308.0,101.0,3.0,5.0,3.5,9.29,1,0.854,356,IIT
8643,329.0,109.0,3.0,3.5,2.9,8.19,1,0.861,305,NIT
8644,319.0,110.0,4.0,3.3,3.9,8.79,0,0.712,273,Symbiosis
8645,319.0,114.0,3.0,5.0,3.3,8.59,1,0.898,333,IIT
8646,294.0,109.0,3.0,4.7,4.8,7.84,1,0.851,277,Symbiosis
8647,292.0,109.0,5.0,3.9,3.9,8.63,0,0.75,305,Symbiosis
8648,314.0,102.0,3.0,3.2,5.0,8.96,1,0.842,333,IIT
8649,319.0,107.0,2.0,4.1,3.1,8.11,0,0.645,301,Symbiosis
8650,304.0,101.0,4.0,2.3,5.0,7.7,1,0.789,294,SRM
8651,304.0,97.0,3.0,3.2,3.9,7.22,1,0.781,286,Symbiosis
8652,323.0,106.0,2.0,3.1,2.4,8.85,1,0.785,359,IIT
8653,323.0,104.0,4.0,3.2,3.6,8.79,0,0.707,325,Manipal
8654,315.0,111.0,4.0,4.2,1.5,8.67,1,0.755,283,Manipal
8655,325.0,101.0,2.0,2.0,5.0,8.18,1,0.826,289,SRM
8656,303.0,120.0,5.0,4.6,3.8,8.89,1,0.89,315,BITS Pilani
8657,312.0,104.0,2.0,2.9,5.0,8.52,1,0.829,280,SRM
8658,335.0,107.0,2.0,3.5,2.2,8.55,1,0.804,293,Manipal
8659,317.0,104.0,3.0,3.7,2.6,8.09,0,0.674,327,SRM
8660,318.0,112.0,4.0,3.2,2.4,8.45,0,0.705,340,NIT
8661,340.0,106.0,4.0,3.0,2.5,9.52,1,0.86,336,IIT
8662,301.0,101.0,3.0,3.0,2.4,7.99,0,0.659,308,Symbiosis
8663,325.0,96.0,2.0,4.8,4.1,8.66,1,0.865,323,BITS Pilani
8664,335.0,111.0,2.0,3.3,2.3,8.08,1,0.783,338,IIT
8665,313.0,111.0,3.0,3.8,2.8,8.09,1,0.825,327,BITS Pilani
8666,326.0,109.0,4.0,3.1,5.0,8.36,0,0.78,252,Symbiosis
8667,305.0,106.0,3.0,3.4,3.2,9.44,1,0.873,311,BITS Pilani
8668,309.0,105.0,4.0,2.5,4.5,9.2,0,0.74,331,Manipal
8669,321.0,112.0,5.0,2.5,3.7,9.89,0,0.745,319,NIT
8670,325.0,107.0,2.0,2.9,2.6,8.06,1,0.733,314,NIT
8671,329.0,114.0,3.0,4.3,2.5,8.35,1,0.859,347,IIT
8672,334.0,107.0,4.0,2.7,2.9,9.83,0,0.765,342,BITS Pilani
8673,316.0,106.0,4.0,2.4,3.1,7.88,1,0.774,345,BITS Pilani
8674,330.0,109.0,3.0,4.5,5.0,8.39,0,0.804,348,NIT
8675,313.0,116.0,3.0,2.0,4.5,9.28,1,0.838,320,IIT
8676,327.0,114.0,1.0,1.7,3.6,8.47,1,0.818,316,BITS Pilani
8677,319.0,107.0,3.0,2.2,2.6,8.62,1,0.835,250,Symbiosis
8678,322.0,105.0,4.0,2.6,3.4,9.38,1,0.856,314,BITS Pilani
8679,321.0,100.0,5.0,2.6,3.5,7.78,1,0.771,278,Symbiosis
8680,298.0,111.0,2.0,4.1,4.2,8.34,0,0.714,304,Symbiosis
8681,304.0,96.0,5.0,3.6,2.9,9.73,1,0.813,328,BITS Pilani
8682,318.0,118.0,4.0,3.3,4.2,8.48,1,0.838,334,IIT
8683,297.0,112.0,3.0,3.7,4.9,8.2,0,0.767,329,SRM
8684,326.0,103.0,2.0,3.7,3.7,8.32,0,0.664,322,SRM
8685,326.0,115.0,5.0,3.8,3.8,8.86,1,0.821,360,IIT
8686,320.0,111.0,3.0,4.4,2.7,8.51,1,0.837,321,BITS Pilani
8687,304.0,110.0,4.0,4.6,4.5,9.11,1,0.855,275,SRM
8688,332.0,106.0,2.0,3.5,5.0,8.1,0,0.81,299,Symbiosis
8689,339.0,111.0,1.0,4.1,3.5,9.01,0,0.746,329,NIT
8690,318.0,99.0,4.0,1.4,4.6,8.49,1,0.772,323,BITS Pilani
8691,322.0,108.0,4.0,3.9,3.8,9.11,0,0.722,300,SRM
8692,319.0,103.0,4.0,5.0,5.0,9.22,1,0.941,308,NIT
8693,322.0,105.0,2.0,2.9,3.1,8.76,1,0.782,324,BITS Pilani
8694,315.0,103.0,4.0,3.2,3.2,8.84,0,0.744,310,SRM
8695,316.0,103.0,4.0,2.7,4.6,9.1,0,0.791,341,NIT
8696,327.0,115.0,5.0,3.3,1.9,8.33,1,0.83,340,IIT
8697,340.0,98.0,3.0,1.0,3.3,8.72,1,0.776,360,IIT
8698,301.0,110.0,1.0,3.6,5.0,8.1,1,0.88,288,SRM
8699,315.0,100.0,3.0,3.2,2.9,8.61,1,0.727,338,BITS Pilani
8700,303.0,115.0,3.0,5.0,3.7,8.92,0,0.759,278,Symbiosis
8701,334.0,110.0,3.0,2.3,2.6,9.12,1,0.774,293,NIT
8702,310.0,99.0,4.0,4.4,3.2,9.24,1,0.792,296,Manipal
8703,300.0,109.0,2.0,3.9,3.2,8.76,1,0.801,301,Manipal
8704,324.0,103.0,4.0,2.4,4.9,9.96,0,0.745,360,IIT
8705,336.0,109.0,3.0,3.0,2.8,8.87,0,0.685,321,Manipal
8706,324.0,99.0,1.0,4.7,4.7,8.26,1,0.788,300,Manipal
8707,319.0,115.0,3.0,1.0,2.6,8.37,1,0.761,308,NIT
8708,321.0,95.0,2.0,3.3,3.3,7.86,0,0.688,325,SRM
8709,332.0,102.0,3.0,3.8,3.5,8.68,1,0.863,329,BITS Pilani
8710,307.0,101.0,4.0,3.8,3.1,7.91,1,0.774,288,SRM
8711,315.0,109.0,2.0,4.1,4.3,8.03,1,0.859,271,Symbiosis
8712,311.0,104.0,3.0,2.8,5.0,9.05,1,0.793,303,NIT
8713,303.0,106.0,5.0,3.5,2.0,9.79,0,0.665,342,BITS Pilani
8714,313.0,103.0,3.0,2.5,2.9,8.07,0,0.675,310,Symbiosis
8715,329.0,99.0,2.0,2.8,3.8,8.53,1,0.801,303,NIT
8716,323.0,106.0,5.0,4.0,3.2,7.97,0,0.698,347,NIT
8717,324.0,99.0,4.0,4.4,2.0,9.03,0,0.688,307,SRM
8718,318.0,96.0,5.0,2.3,2.7,8.22,0,0.639,346,Manipal
8719,322.0,111.0,2.0,3.5,2.1,7.01,1,0.773,344,BITS Pilani
8720,307.0,100.0,3.0,4.3,2.8,8.34,1,0.809,309,Manipal
8721,313.0,116.0,2.0,2.3,5.0,7.68,0,0.69,267,Symbiosis
8722,319.0,116.0,4.0,3.8,1.5,8.61,0,0.673,360,BITS Pilani
8723,320.0,113.0,2.0,2.9,4.5,8.75,0,0.76,331,NIT
8724,320.0,100.0,2.0,3.1,4.3,8.99,0,0.758,311,SRM
8725,315.0,120.0,3.0,4.0,3.4,9.16,1,0.848,344,IIT
8726,312.0,93.0,4.0,2.4,4.0,8.72,0,0.682,323,SRM
8727,340.0,102.0,3.0,2.4,4.1,8.29,1,0.797,360,IIT
8728,327.0,112.0,3.0,3.4,2.5,8.19,0,0.726,303,SRM
8729,321.0,112.0,5.0,5.0,3.4,7.5,1,0.838,315,NIT
8730,314.0,103.0,4.0,2.9,2.7,8.37,1,0.807,278,SRM
8731,311.0,102.0,3.0,4.8,3.9,8.58,1,0.792,333,BITS Pilani
8732,315.0,106.0,4.0,4.0,2.7,9.48,1,0.84,319,BITS Pilani
8733,320.0,107.0,4.0,5.0,5.0,9.11,1,0.899,333,IIT
8734,295.0,104.0,3.0,2.6,4.6,8.43,0,0.729,299,Symbiosis
8735,299.0,117.0,2.0,5.0,3.4,9.5,0,0.734,302,SRM
8736,309.0,103.0,1.0,2.9,2.5,8.44,1,0.827,290,SRM
8737,319.0,116.0,5.0,4.1,3.2,8.59,1,0.915,335,IIT
8738,314.0,110.0,3.0,4.1,4.0,8.79,0,0.748,355,BITS Pilani
8739,333.0,113.0,4.0,5.0,5.0,8.74,0,0.767,310,Manipal
8740,300.0,98.0,2.0,3.8,3.1,8.8,0,0.707,319,SRM
8741,308.0,113.0,3.0,3.2,4.1,8.97,1,0.842,324,BITS Pilani
8742,334.0,113.0,2.0,2.5,4.1,8.01,1,0.797,322,BITS Pilani
8743,318.0,103.0,2.0,2.5,3.3,8.37,1,0.757,278,SRM
8744,326.0,112.0,3.0,2.9,4.2,8.84,0,0.734,288,Symbiosis
8745,340.0,98.0,3.0,3.1,4.7,8.48,0,0.738,309,SRM
8746,309.0,104.0,3.0,3.1,4.2,8.77,1,0.836,261,Symbiosis
8747,315.0,114.0,3.0,3.6,3.1,9.4,0,0.756,355,IIT
8748,313.0,106.0,4.0,3.9,4.2,8.28,0,0.772,317,SRM
8749,294.0,106.0,1.0,2.9,3.6,9.64,1,0.835,305,NIT
8750,313.0,116.0,4.0,3.7,2.6,8.53,1,0.842,256,Symbiosis
8751,326.0,95.0,5.0,4.4,3.2,8.63,0,0.714,272,Symbiosis
8752,323.0,106.0,1.0,4.0,2.3,8.68,1,0.798,323,BITS Pilani
8753,323.0,107.0,1.0,3.6,1.8,8.96,1,0.744,360,IIT
8754,312.0,102.0,1.0,2.8,2.9,8.37,1,0.767,288,SRM
8755,309.0,116.0,4.0,2.6,4.0,8.04,1,0.82,326,BITS Pilani
8756,331.0,102.0,2.0,4.1,4.5,8.23,1,0.803,304,Manipal
8757,311.0,102.0,3.0,3.4,4.1,8.94,1,0.874,312,NIT
8758,320.0,92.0,4.0,2.0,3.0,8.83,0,0.613,355,NIT
8759,318.0,114.0,3.0,2.0,3.7,9.03,1,0.801,307,BITS Pilani
8760,333.0,105.0,3.0,4.1,5.0,8.44,1,0.863,307,NIT
8761,327.0,105.0,3.0,4.4,4.9,9.74,1,0.885,360,IIT
8762,302.0,106.0,2.0,3.9,3.5,8.84,1,0.775,310,NIT
8763,303.0,114.0,4.0,3.0,3.6,9.02,1,0.851,335,IIT
8764,323.0,117.0,4.0,3.9,2.7,8.0,1,0.837,289,Manipal
8765,316.0,97.0,3.0,2.8,2.6,7.79,0,0.665,343,Manipal
8766,311.0,104.0,2.0,3.7,3.4,8.76,1,0.78,317,NIT
8767,328.0,100.0,3.0,5.0,3.6,8.57,1,0.864,336,IIT
8768,319.0,106.0,3.0,1.4,4.4,9.19,1,0.809,323,BITS Pilani
8769,317.0,107.0,2.0,2.7,3.7,7.96,1,0.825,298,Manipal
8770,325.0,97.0,3.0,2.2,3.9,8.6,0,0.695,327,Manipal
8771,312.0,109.0,3.0,5.0,4.3,8.36,1,0.858,302,Manipal
8772,334.0,104.0,4.0,3.9,3.8,8.91,1,0.837,349,IIT
8773,308.0,112.0,2.0,2.2,3.0,7.75,1,0.8,297,Manipal
8774,324.0,107.0,3.0,3.3,4.1,8.86,1,0.81,289,Manipal
8775,333.0,97.0,2.0,3.1,3.9,8.55,1,0.834,278,SRM
8776,301.0,111.0,3.0,2.6,4.6,9.0,1,0.887,272,SRM
8777,313.0,99.0,3.0,2.5,2.7,7.91,0,0.661,323,SRM
8778,329.0,100.0,3.0,1.2,5.0,8.89,1,0.877,300,NIT
8779,330.0,105.0,4.0,2.4,3.1,8.3,1,0.803,328,BITS Pilani
8780,315.0,105.0,5.0,1.9,2.8,9.14,1,0.706,323,BITS Pilani
8781,308.0,97.0,1.0,5.0,3.9,10.0,1,0.865,317,BITS Pilani
8782,327.0,106.0,4.0,2.8,4.6,9.29,0,0.788,346,BITS Pilani
8783,330.0,107.0,3.0,2.6,2.7,8.31,1,0.798,333,BITS Pilani
8784,303.0,106.0,3.0,3.9,4.0,8.16,0,0.769,243,Symbiosis
8785,303.0,97.0,3.0,3.0,3.0,9.28,1,0.811,297,Manipal
8786,319.0,108.0,4.0,1.6,3.7,8.38,1,0.845,327,BITS Pilani
8787,324.0,111.0,3.0,2.7,4.9,8.32,0,0.796,360,BITS Pilani
8788,313.0,99.0,4.0,3.1,2.5,7.95,0,0.674,346,Manipal
8789,324.0,101.0,3.0,4.6,2.9,7.74,1,0.795,280,SRM
8790,308.0,112.0,4.0,3.7,3.9,9.51,0,0.755,303,SRM
8791,293.0,117.0,4.0,3.6,3.8,8.66,1,0.827,266,SRM
8792,312.0,106.0,3.0,2.3,5.0,8.62,0,0.744,344,NIT
8793,317.0,104.0,4.0,3.7,2.9,8.69,1,0.75,343,IIT
8794,313.0,108.0,4.0,3.0,4.3,8.1,1,0.827,320,NIT
8795,303.0,115.0,3.0,3.4,5.0,8.37,1,0.816,306,NIT
8796,296.0,102.0,2.0,2.3,3.6,9.7,1,0.766,351,IIT
8797,311.0,104.0,2.0,3.8,3.4,8.59,1,0.859,334,BITS Pilani
8798,327.0,104.0,4.0,3.9,3.1,7.42,0,0.697,341,Manipal
8799,331.0,99.0,4.0,1.9,2.9,7.49,0,0.636,320,SRM
8800,330.0,112.0,3.0,2.6,3.0,8.19,1,0.842,309,NIT
8801,307.0,109.0,4.0,2.5,5.0,8.9,1,0.77,329,BITS Pilani
8802,303.0,95.0,2.0,4.2,4.4,9.24,1,0.841,330,BITS Pilani
8803,322.0,107.0,3.0,4.4,2.9,8.94,0,0.758,322,Manipal
8804,324.0,117.0,2.0,1.5,3.7,8.68,1,0.778,308,BITS Pilani
8805,321.0,109.0,2.0,3.3,3.5,8.93,1,0.817,343,IIT
8806,294.0,117.0,2.0,3.0,3.4,8.76,1,0.821,341,IIT
8807,307.0,104.0,5.0,2.8,4.4,7.85,0,0.679,284,Symbiosis
8808,316.0,113.0,4.0,3.9,3.5,9.36,1,0.822,317,BITS Pilani
8809,322.0,115.0,4.0,4.3,2.9,7.93,0,0.729,326,Manipal
8810,325.0,107.0,3.0,4.1,5.0,8.26,1,0.829,322,BITS Pilani
8811,318.0,105.0,2.0,4.3,3.2,9.48,0,0.747,318,Manipal
8812,320.0,114.0,1.0,4.6,3.4,8.26,1,0.785,358,IIT
8813,317.0,110.0,3.0,3.3,3.6,7.78,0,0.706,318,SRM
8814,324.0,113.0,4.0,4.3,3.7,8.48,1,0.828,333,IIT
8815,320.0,110.0,2.0,4.1,2.9,8.22,0,0.7,350,NIT
8816,317.0,107.0,4.0,4.1,3.3,7.74,0,0.73,295,Symbiosis
8817,313.0,107.0,3.0,2.2,4.5,8.88,1,0.832,317,BITS Pilani
8818,317.0,105.0,3.0,3.5,4.3,7.82,1,0.874,280,SRM
8819,322.0,110.0,5.0,3.4,1.7,9.02,0,0.722,316,Manipal
8820,319.0,106.0,3.0,4.3,2.0,7.92,1,0.804,274,Symbiosis
8821,321.0,109.0,3.0,3.2,2.6,8.92,1,0.773,342,IIT
8822,332.0,102.0,2.0,2.9,1.8,9.44,0,0.68,343,BITS Pilani
8823,319.0,102.0,2.0,3.7,2.3,8.59,1,0.796,312,NIT
8824,309.0,111.0,2.0,3.1,3.8,8.26,0,0.69,301,Symbiosis
8825,326.0,110.0,2.0,4.2,2.4,9.29,0,0.749,343,BITS Pilani
8826,301.0,105.0,3.0,2.7,3.9,8.1,1,0.802,270,Symbiosis
8827,304.0,116.0,4.0,4.4,3.7,7.46,0,0.732,292,Symbiosis
8828,320.0,102.0,1.0,2.1,2.2,8.96,1,0.797,341,IIT
8829,322.0,110.0,3.0,3.9,4.0,9.92,1,0.899,287,NIT
8830,302.0,110.0,2.0,3.4,2.5,9.1,0,0.685,326,Manipal
8831,312.0,108.0,4.0,4.1,4.3,8.74,0,0.704,275,Symbiosis
8832,310.0,115.0,3.0,2.8,3.7,9.21,0,0.704,315,Manipal
8833,311.0,117.0,4.0,3.4,3.9,8.51,1,0.858,286,Manipal
8834,327.0,100.0,2.0,3.6,3.4,7.87,1,0.786,358,IIT
8835,324.0,93.0,4.0,4.4,4.0,7.43,1,0.833,282,Symbiosis
8836,316.0,104.0,3.0,4.5,2.8,9.3,1,0.763,277,Manipal
8837,310.0,101.0,4.0,2.7,3.9,9.09,1,0.783,321,BITS Pilani
8838,301.0,105.0,4.0,2.0,4.8,9.32,1,0.767,298,NIT
8839,333.0,118.0,5.0,2.8,3.3,8.64,0,0.794,286,Symbiosis
8840,323.0,120.0,3.0,2.6,3.5,7.64,1,0.814,323,BITS Pilani
8841,308.0,101.0,3.0,1.9,2.9,8.12,1,0.763,260,Symbiosis
8842,325.0,109.0,5.0,2.8,4.8,8.34,1,0.926,296,Manipal
8843,316.0,108.0,2.0,3.0,2.0,7.74,1,0.75,296,SRM
8844,313.0,109.0,4.0,3.7,3.0,8.92,0,0.724,336,NIT
8845,321.0,99.0,2.0,5.0,5.0,8.28,0,0.807,350,NIT
8846,308.0,115.0,3.0,3.0,4.6,8.61,1,0.787,339,IIT
8847,313.0,113.0,2.0,5.0,3.5,9.05,0,0.783,310,SRM
8848,318.0,104.0,4.0,2.2,2.3,8.33,1,0.738,255,Symbiosis
8849,311.0,115.0,3.0,4.3,4.5,8.54,0,0.714,321,Manipal
8850,324.0,98.0,2.0,3.9,3.3,8.35,1,0.856,353,IIT
8851,338.0,97.0,2.0,2.8,4.0,8.9,1,0.868,360,IIT
8852,308.0,109.0,3.0,3.4,4.9,9.08,1,0.876,323,BITS Pilani
8853,298.0,110.0,4.0,3.7,4.9,9.37,0,0.716,279,Symbiosis
8854,294.0,106.0,1.0,3.0,3.8,9.22,0,0.712,292,Symbiosis
8855,315.0,114.0,3.0,2.9,3.3,8.69,1,0.88,360,IIT
8856,309.0,103.0,2.0,3.2,4.3,7.95,0,0.723,275,Symbiosis
8857,319.0,115.0,4.0,3.6,2.6,8.86,0,0.707,293,SRM
8858,318.0,112.0,2.0,2.6,2.0,8.61,0,0.679,340,NIT
8859,298.0,119.0,3.0,3.2,4.6,8.9,0,0.735,286,Symbiosis
8860,296.0,96.0,2.0,3.5,3.9,9.24,1,0.775,287,SRM
8861,320.0,104.0,4.0,3.5,2.3,9.06,1,0.829,357,IIT
8862,318.0,102.0,2.0,3.8,2.8,8.87,1,0.852,328,BITS Pilani
8863,312.0,112.0,4.0,3.5,2.6,8.58,1,0.826,307,NIT
8864,298.0,117.0,3.0,2.5,4.4,8.38,1,0.853,267,Symbiosis
8865,322.0,105.0,2.0,2.6,3.8,8.21,0,0.712,360,BITS Pilani
